企业, 51719
税务, 49217
纳税, 49168
规定, 43426
所得, 35438
机关, 31873
纳税人, 29479
税务机关, 28951
所得税, 24194
增值, 18620
企业所得, 18108
企业所得税, 18089
增值税, 18022
管理, 16387
税收, 15923
主管, 14054
销售, 13835
税法, 13390
单位, 12934
资产, 12845
税款, 12715
生产, 12702
申报, 12444
货物, 12443
应纳, 12243
个人, 12171
征收, 11818
所得税法, 11799
收入, 11739
应纳税, 11370
缴纳, 11023
经营, 10759
税额, 10486
办法, 10465
义务, 10188
财政, 9977
扣除, 9857
行政, 9823
国务院, 9721
适用, 9557
使用, 9549
通知, 9487
资料, 9388
政策, 9291
机构, 9150
办理, 9102
发票, 8895
条例, 8716
执行, 8239
应税, 8196
扣缴, 8106
法规, 8077
劳务, 8066
费用, 7980
年度, 7943
登记, 7728
义务人, 7706
出口, 7704
中国, 7242
税率, 7203
居民, 7150
法律, 7054
计税, 7035
扣缴义务, 7020
投资, 6914
扣缴义务人, 6897
实施, 6553
申请, 6525
优惠, 6505
转让, 6443
实际, 6439
成本, 6409
业务, 6371
免税, 6285
依法, 6251
服务, 6217
价格, 5966
所得额, 5918
支出, 5862
境内, 5844
消费, 5841
固定, 5807
营业, 5755
应纳税所得, 5709
产品, 5509
条件, 5432
处理, 5315
支付, 5271
关联, 5202
信息, 5198
财政部, 5179
行为, 5170
凭证, 4957
居民企业, 4891
会计, 4878
期限, 4868
国税, 4808
批准, 4774
人所得税, 4762
个人所得税, 4757
缴税, 4738
财产, 4727
固定资产, 4723
公告, 4695
专用, 4670
交易, 4546
退税, 4528
证明, 4515
纳税申报, 4506
调整, 4471
技术, 4460
核定, 4419
车辆, 4405
免征, 4370
征税, 4364
核算, 4347
主管部门, 4326
境外, 4243
报告, 4242
消费税, 4237
非居民, 4171
开发, 4099
销售额, 4085
需要, 4083
要求, 4082
同时, 4057
加工, 4053
日期, 4047
合同, 3980
出口货物, 3978
事项, 3934
开具, 3920
纳税额, 3890
享受, 3862
应纳税额, 3849
组织, 3793
征收管理, 3757
地方, 3746
自治区, 3742
决定, 3739
制定, 3704
行政法规, 3692
责任, 3691
政府, 3682
中国境内, 3676
土地, 3675
财务, 3669
约定, 3662
直辖市, 3650
合理, 3574
一般, 3570
安排, 3509
税务登记, 3499
直接, 3479
报送, 3478
利息, 3471
定价, 3422
确认, 3414
简称, 3402
进口, 3365
日内, 3359
作为, 3339
金额, 3317
抵扣, 3280
准予, 3235
纳税年度, 3232
计划, 3206
基础, 3198
标准, 3172
生产经营, 3157
文件, 3095
税收优惠, 3089
比例, 3085
运输, 3040
进项, 3013
国家税务局, 3003
情形, 2998
公开, 2992
设立, 2976
进项税额, 2972
地税, 2935
非居民企业, 2930
专用发票, 2928
目的, 2907
金融, 2904
场所, 2898
试点, 2895
实行, 2868
认定, 2859
当期, 2858
无形, 2844
委托, 2843
无形资产, 2842
依据, 2833
行业, 2808
地方税, 2800
发布, 2781
施行, 2773
内容, 2772
原则, 2765
增值税专用, 2748
利润, 2740
规范, 2735
经营活动, 2732
材料, 2727
购买, 2726
计税价格, 2724
工商, 2710
统一, 2710
手续, 2697
营业税, 2637
事业, 2636
销售货物, 2628
公司, 2620
般纳税人, 2615
一般纳税人, 2615
股权, 2605
工资, 2598
纳税义务, 2557
所属, 2549
关税, 2505
有效, 2499
地方税务局, 2486
外国, 2468
公式, 2464
制度, 2460
管理办法, 2449
征管, 2445
总额, 2443
通用, 2443
损失, 2428
复议, 2423
报表, 2415
细则, 2414
时间, 2413
建设, 2397
预约, 2387
房地产, 2383
行政复议, 2377
权益, 2373
计划单列市, 2363
预约定价, 2361
货币, 2353
关联方, 2352
代收, 2349
建筑, 2343
期间, 2333
保险, 2333
前款, 2323
出口企业, 2318
定期, 2317
暂行, 2312
特殊, 2309
优惠政策, 2273
购置, 2266
海关, 2256
代缴, 2248
折旧, 2245
备案, 2231
协定, 2230
动产, 2227
社会, 2223
财税, 2222
生产企业, 2208
应税劳务, 2202
低于, 2188
账簿, 2183
有权, 2167
工程, 2154
明细, 2149
车船, 2139
完税, 2137
代扣, 2125
分配, 2124
购进, 2119
全国, 2100
系统, 2088
商品, 2062
检查, 2059
接受, 2050
实施条例, 2045
资格, 2028
价值, 2022
银行, 2022
卷烟, 2018
变更, 2012
准予扣除, 2012
资源, 1995
余额, 1992
消费品, 1988
协议, 1986
规模, 1985
个体, 1984
修改, 1971
5年, 1961
罚款, 1958
不动产, 1948
税基, 1932
审核, 1928
证件, 1925
负责, 1921
商户, 1899
租赁, 1893
薪金, 1890
个体工商, 1870
计税基础, 1870
个体工商户, 1863
工商户, 1863
类型, 1859
失效, 1858
股息, 1850
收益, 1841
收取, 1832
减除, 1829
车船税, 1820
修理, 1819
人民政府, 1818
申报表, 1804
自行, 1802
代收代缴, 1796
资金, 1783
设备, 1783
其他单位, 1782
登记证, 1771
应税消费品, 1766
机构、场所, 1764
注册, 1759
会计核算, 1751
暂行条例, 1748
退(免)税, 1741
签订, 1732
更新, 1731
滞纳金, 1731
计入, 1726
代表, 1710
措施, 1704
履行, 1675
说明, 1673
注明, 1669
购置税, 1667
车辆购置税, 1658
征管法, 1656
间接, 1655
构成, 1651
独立, 1644
第十一条, 1642
房屋, 1640
提供劳务, 1626
违法, 1626
价款, 1616
代扣代缴, 1615
小规模, 1613
清算, 1603
发展, 1591
之一, 1583
经济, 1581
管理法, 1577
捐赠, 1573
适用范围, 1573
税收法律, 1573
自用, 1570
职工, 1569
实施细则, 1565
生效, 1558
申报纳税, 1552
废止, 1546
应纳税款, 1542
书面, 1541
关系, 1541
土地使用, 1540
年限, 1520
代理, 1518
预缴, 1516
对外, 1507
计算公式, 1491
人民币, 1489
结算, 1487
印花税, 1485
花税, 1485
红利, 1476
税务登记证, 1475
事业单位, 1466
违反, 1464
形式, 1462
提出, 1453
实现, 1453
程序, 1449
销项税额, 1443
款项, 1442
权益性投资, 1439
关键, 1434
物资, 1432
符合条件, 1432
合法, 1431
类别, 1431
报告表, 1431
出具, 1431
税收征管法, 1429
纳税申报表, 1429
应税行为, 1427
代缴税款, 1423
改征, 1421
适用税率, 1419
关联交易, 1416
准备, 1401
填写, 1399
缴纳税款, 1396
调查, 1393
担保, 1392
会议, 1390
原因, 1384
重组, 1383
级别, 1380
研究, 1376
视同, 1375
组成, 1375
汇总, 1370
非货, 1361
使用权, 1361
非货币, 1358
减免, 1355
抵免, 1353
地增值税, 1350
土地增值税, 1348
生物, 1347
教育, 1345
国际, 1341
普通, 1340
往来, 1335
摊销, 1334
所得税优惠, 1333
税收协定, 1325
目录, 1325
性质, 1321
自产, 1320
房产, 1319
特别, 1319
税收法规, 1318
控制, 1314
申请人, 1310
清缴, 1309
不征, 1303
利用, 1302
算清, 1302
不符, 1298
汇算清缴, 1295
修配, 1295
汇算, 1295
修理修配, 1295
处罚, 1292
债权, 1291
显示, 1286
期限内, 1282
用途, 1278
分摊, 1277
评估, 1273
无法, 1269
业务往来, 1267
机动, 1266
市场, 1264
数据, 1257
外国企业, 1255
税务人员, 1252
犯罪, 1252
使用费, 1252
电子, 1251
国税发, 1250
承包, 1248
代开, 1242
特许权, 1240
重点, 1232
规范性, 1232
规范性文件, 1226
免征增值税, 1222
税费, 1219
出租, 1213
追究, 1212
条款, 1211
分期, 1210
纳入, 1204
贷款, 1202
法定, 1192
买方, 1189
中国境外, 1185
刑事, 1183
基金, 1172
购买方, 1169
生物资产, 1169
报关, 1166
投资企业, 1163
营改增, 1161
金融机构, 1160
集团, 1157
同一, 1152
合并, 1149
反映, 1149
刑事责任, 1149
存款, 1142
存货, 1140
税目, 1132
记账, 1131
增值税发票, 1129
会计制度, 1119
退还, 1119
税收政策, 1119
机动车, 1114
注销, 1109
计税依据, 1108
监督, 1102
不符合, 1094
货币性, 1091
占用, 1090
设计, 1086
定额, 1085
住房, 1082
高新技术, 1081
减税, 1079
确认收入, 1077
团体, 1076
对象, 1073
逾期, 1072
全额, 1071
商业, 1070
二十二, 1069
设施, 1065
使用税, 1064
保护, 1061
登记证件, 1058
停止, 1058
公益, 1051
耕地, 1051
加计, 1050
法人, 1049
租金, 1040
待遇, 1040
税前, 1036
财务会计, 1035
财政厅, 1033
数额, 1028
基本, 1024
改革, 1023
普通发票, 1022
追缴, 1020
作业, 1019
通知书, 1018
最低, 1006
完税凭证, 1006
居住, 1005
承担, 1003
据实, 998
税控, 996
处分, 995
出口退税, 995
软件, 994
营利, 991
公允, 991
现金, 990
非货币性, 987
纳税调整, 986
减征, 986
减免税, 984
报期, 982
申报期, 982
债务, 981
货币性资产, 981
扣税, 975
残疾, 974
准确, 971
收入总额, 970
名称, 970
生产性, 968
受理, 966
公允价值, 966
负担, 965
股份, 965
售价, 963
取得收入, 962
一年, 961
申报缴纳, 960
补充, 959
缴款, 958
征收率, 957
资本, 956
房产税, 955
同期, 944
农产品, 941
全面, 941
月份, 940
环境, 939
不足, 937
社会团体, 934
研发, 931
强制, 928
综合, 928
房地产开发, 927
审批, 926
正常, 923
进货, 921
原料, 920
融资, 920
身份, 918
公共, 915
功能, 912
收款, 907
缴款书, 905
计征, 903
新疆, 903
股票, 902
土地使用权, 899
建立, 898
加计扣除, 893
委托加工, 889
税务处理, 888
承租, 887
行政处分, 887
复印件, 887
销售价格, 881
居民纳税人, 881
残疾人, 879
支持, 876
取消, 876
连续, 874
纳税义务人, 873
投资收益, 869
亏损, 868
管理机构, 868
共同, 866
转让财产, 866
资源税, 864
独立交易, 857
税金, 857
登记注册, 855
省级, 854
上市, 849
协定待遇, 847
计算方法, 847
少缴, 843
税前扣除, 841
贴花, 837
安装, 837
金融企业, 837
兵团, 836
福利, 835
产权, 831
管理机关, 829
免税政策, 829
限额, 826
应缴, 826
关联业务, 826
擅自, 824
区域, 821
财务局, 821
限制, 820
安置, 817
纳税期, 817
补缴, 816
风险, 815
征收范围, 815
登记管理, 815
现行, 805
季度, 805
落实, 805
产业, 805
实质, 804
结构, 803
简易, 802
发放, 802
交通, 799
工业, 799
强制执行, 798
折合, 796
分支机构, 792
分支, 792
企业集团, 791
联系, 790
案件, 789
契税, 789
税收违法, 789
延期, 788
公益性, 788
完税证明, 785
付款, 785
30日内, 784
经营所得, 784
耕地占用税, 783
到期, 783
包装, 783
保管, 782
促进, 780
鼓励, 779
城市, 778
当天, 778
不缴, 777
转移, 776
投资资产, 775
专用缴款书, 771
不属于, 770
免抵, 769
规定期限, 767
购进货物, 767
双方, 767
开票, 765
收购, 763
投资者, 762
告知, 760
终止, 759
住所, 758
非营利, 758
实际发生, 755
交换, 755
拒绝, 753
检举, 752
提供加工, 751
开采, 751
相关资料, 751
副本, 750
权利, 746
收回, 745
境外所得, 744
国内, 738
纳税担保, 737
节能, 736
执行措施, 733
工具, 733
不需, 732
扣除项目, 731
参与, 729
违法行为, 728
补贴, 725
国务院令, 725
文化, 724
受托, 723
执照, 722
其他企业, 720
增值税优惠, 719
农业, 718
发票管理, 717
原材料, 717
保障, 715
规格, 714
保全, 713
资格认定, 711
城镇, 710
建筑物, 709
借款, 708
结转, 708
证据, 708
证书, 707
报酬, 706
国库, 706
发生地, 704
外贸, 704
长期, 703
免抵退, 703
信用, 703
伪造, 702
受让, 702
行政行为, 701
实施办法, 700
抵扣进项, 700
协商, 700
营业执照, 699
免抵退税, 699
意见, 698
身份证, 698
工程作业, 697
填报, 697
无偿, 697
三十三条, 696
宣传, 692
收入额, 691
临时, 691
扶持, 690
集成电路, 690
应税销售额, 688
成果, 688
买价, 686
退税率, 686
股东, 684
利率, 680
收费, 680
过渡, 680
进料, 678
进料加工, 678
外购, 677
税收保全, 673
汽车, 673
骗取, 672
保全措施, 671
剩余, 670
认定管理, 670
保税, 668
解缴, 667
会计处, 666
中国居民, 666
试行, 665
税收管理, 664
会计处理, 664
清单, 664
开发产品, 663
我国, 662
税务检查, 662
利益, 660
纳税服务, 657
完善, 655
其他所得, 655
领取, 655
退税额, 655
关联关系, 654
财政部门, 653
船舶, 653
应付, 652
不征税收入, 652
不征税收, 652
发行, 651
解释, 650
征收增值税, 650
税额计算, 647
投入, 647
奖励, 646
减半, 643
欠缴, 643
退（, 642
加收, 642
医疗, 642
源泉, 642
涉税, 642
重点扶持, 641
维护, 640
进口货物, 639
债券, 638
保险费, 638
源泉扣缴, 637
退（免）税, 637
利息支出, 637
附加, 637
代理人, 635
土地使用税, 635
付给, 635
扣押, 634
装置, 633
许可, 632
县级, 632
15日内, 630
铁路, 630
批发, 630
合成, 629
不得扣除, 628
应退, 628
证券, 626
延长, 625
贯彻, 624
损毁, 623
外商, 623
认证, 623
修订, 623
因素, 621
就业, 621
赔偿, 621
专项, 617
中间, 617
拥有, 616
原值, 614
提取, 608
比例税率, 607
开具发票, 605
合伙, 605
内部, 604
保证, 603
外贸企业, 602
天然, 602
账户, 601
开发费, 601
授权, 597
差额, 597
外商投资, 596
应征, 596
统一发票, 596
虚假, 594
使用年限, 593
行政处罚, 592
局长, 592
入库, 591
扣缴税款, 591
环境保护, 590
3%, 589
转让定价, 588
劳动, 587
人发, 587
料件, 585
供应, 585
购销, 585
国有, 583
开发费用, 581
建造, 579
预算, 579
核发, 576
国税机关, 575
重大, 575
真实, 570
综合利用, 570
进口料件, 569
正当理由, 568
国家统一, 568
支付人, 568
研究开发, 567
提高, 564
无正当理由, 564
股权转让, 564
结清, 563
价外, 562
净值, 562
计税方法, 562
员工, 561
欠缴税款, 559
税率表, 559
当事人, 557
利息收入, 557
减半征收, 556
增值税额, 554
设有, 554
不应, 554
零售, 554
应税所得, 554
补税, 554
单独, 553
所得税税额, 552
分别核算, 551
本企业, 550
安全, 549
不得抵扣, 548
增加, 546
相互, 543
他人, 542
承包经营, 542
困难, 541
物品, 541
租入, 541
所有权, 541
核销, 539
价外费用, 539
后续, 538
科技, 537
特定, 537
法律责任, 536
税票, 533
同期资料, 532
种类, 531
纳税地点, 531
对纳税人, 531
开发企业, 530
查封, 525
采集, 525
应收, 524
非正常, 524
抵免限额, 523
内销, 523
减按, 522
被申请人, 521
按期, 521
质量, 520
培训, 519
监管, 518
白酒, 518
零税率, 517
核定征收, 517
石油, 517
航空, 516
不具有, 516
口货物退, 515
办税, 514
归属, 513
防伪, 512
企事业, 512
企事业单位, 512
领购, 511
扣税凭证, 510
境外的所得, 510
核准, 508
不予, 507
正式, 507
改建, 506
项目金额, 506
城镇土地, 506
保险机构, 505
外汇, 505
广告, 505
上市公司, 503
有限, 502
机器, 502
恢复, 502
废渣, 501
本地, 498
范围包括, 498
服务业, 498
资格登记, 498
按月, 497
投资方, 497
邮政, 496
开发票, 493
合作, 493
利息所得, 493
天然气, 492
职务, 492
债务重组, 491
补征, 491
电力, 489
法院, 489
保存, 488
撤销, 487
预计, 487
合法权益, 486
总机构, 484
用地, 484
暂行办法, 484
后续管理, 483
成品, 483
手续费, 482
保密, 482
工商行政, 482
成本分摊, 481
科学, 480
卫生, 479
适用税额, 479
奖金, 478
原件, 477
境外取得, 476
经费, 474
准备金, 473
基础设施, 473
职责, 472
法律法规, 472
用品, 471
五年, 470
运输业, 468
折旧年限, 468
含税, 467
优惠目录, 466
面积, 466
不得享受, 466
邮寄, 465
境内、境外, 465
稽查, 465
重复, 464
没收, 464
跨境, 464
货物运输, 463
专用设备, 463
抵减, 463
预缴税款, 460
小于, 458
家属, 458
其他方式, 456
民族, 455
承租经营, 454
纳税信用, 454
兼营, 453
增值额, 452
视为, 451
规则, 451
分摊协议, 450
营利性, 450
拒不, 448
代码, 447
机械, 446
索取, 445
税后, 444
补偿, 444
研究开发费, 444
种植, 444
其他个人, 443
离岸, 443
联合, 441
全部价款, 440
开征, 439
配套, 439
其他组织, 438
自主, 438
最高, 437
税务行政, 436
报关单, 436
学校, 436
即征即退, 435
香港, 434
审查, 434
证明材料, 433
合伙企业, 433
公积, 433
式样, 433
申请表, 432
简易计税, 432
特殊区域, 431
退税款, 431
贸易, 430
运输费用, 430
增值税政策, 429
一次性, 429
扣减, 429
摩托车, 429
按季, 428
买卖, 428
缔约国, 427
销货, 425
每年, 425
投资额, 425
行政区, 424
税务事项, 424
拍卖, 424
留存, 422
节水, 422
增值税免税, 421
印花税票, 421
发生时间, 421
其他收入, 420
协助, 420
中介, 419
接受捐赠, 418
加速, 418
加速折旧, 418
持股, 418
行驶, 417
无住所, 416
以前年度, 415
职权, 414
储蓄, 414
注销登记, 413
核实, 413
条例规定, 412
查处, 411
列支, 411
扣除率, 410
比对, 410
不适用, 409
交通运输, 409
禁止, 408
已缴, 407
激励, 407
身份证明, 406
劳务报酬, 406
分月, 405
民族自治, 405
成本对象, 404
政策规定, 404
任职, 404
节能节水, 404
检举人, 404
不一致, 403
不服, 403
财产租赁, 403
牌号, 402
大于, 402
企业认定, 402
政策问题, 402
出口卷烟, 402
税务师, 402
销售方, 402
视同销售, 401
租金收入, 401
未办理, 401
代表人, 400
人民银行, 399
咨询, 399
法定代表人, 398
离岸价, 397
抵押, 397
境外所得税, 397
创业, 397
出售, 396
足额, 395
工资薪金, 394
计提, 394
机动车销售, 394
查询, 393
征税范围, 393
能源, 392
处理办法, 391
经营管理, 390
双边, 389
编制, 389
小型, 388
免税优惠, 388
非营利组织, 388
销售服务, 388
有形, 388
研发费, 387
申报期内, 386
销毁, 386
代征, 386
权限, 385
递延, 385
企业股权, 385
资产转让, 384
飞机, 381
主席令, 381
包装物, 381
完税价格, 380
缴纳营业税, 380
权属, 380
间接转让, 380
融资租赁, 379
投入使用, 379
负责人, 379
经营情况, 378
计量, 378
进出口, 378
累计, 377
汇率, 377
偏低, 376
税负, 376
安置残疾人, 375
研发费用, 375
受雇, 375
董事, 375
办公, 375
折算, 375
应予, 374
使用过的, 374
明细表, 372
负债, 372
代开发票, 371
行使, 371
用车, 370
事务, 370
分立, 369
完工, 369
新增, 369
待摊费用, 369
存款利息, 369
合理方法, 369
从价定率, 368
农村, 368
停征, 368
丢失, 366
三方, 366
国外, 366
财产所得, 366
操作, 365
体育, 365
渔业, 365
退回, 365
自动, 364
批复, 364
自行申报, 364
已缴纳, 363
营业机构, 363
股权激励, 362
销售数量, 362
未按规定, 362
独资, 361
流程, 360
不作, 360
出资, 360
取得所得, 360
政府性, 360
资产成本, 359
偷税, 359
利润率, 359
业主, 358
所得税税款, 357
执行期, 356
赞助, 356
政府性基金, 356
灾害, 356
滥用, 356
事业性, 355
人身, 355
行政事业性, 355
处置, 354
账号, 353
明显偏低, 353
毛利, 353
变更登记, 352
建设税, 351
所得税处理, 350
预定, 350
缩短, 349
养老, 348
整体, 348
集体, 348
司法, 348
抵税, 348
申报期限, 347
捐赠支出, 347
对外投资, 347
烟叶, 347
补充通知, 347
复议决定, 346
代收税款, 346
入股, 346
不征收, 345
股权投资, 345
成品油, 345
商业目的, 345
成交, 345
凭据, 345
备查, 344
隐匿, 344
专业, 343
企业重组, 343
长期待摊, 343
特殊性, 343
视同出口, 343
长度, 342
非营利性, 342
个人独资, 342
公路, 342
票据, 341
2010年, 341
抵缴, 341
文书, 341
外国政府, 340
发出, 340
法制, 340
减值, 339
移送, 339
应退税额, 339
国家机关, 339
弥补, 338
一级, 338
备注栏, 338
单据, 338
税源, 338
外出, 338
管理人, 337
登记手续, 337
主营业务, 336
承租人, 336
稿酬, 335
植物, 335
事务所, 335
期末, 335
制造, 334
红利所得, 333
运输车, 333
从业, 333
煤炭, 333
幅度, 332
违法案件, 332
变动, 332
稿酬所得, 332
已使用, 332
正本, 332
集资, 332
解除, 332
销售收入, 332
基准, 332
公益性捐赠, 331
自产货物, 331
公民, 330
不满, 329
境外缴纳, 329
接收, 329
定额税率, 328
已办理, 328
登记表, 327
居民身份, 327
增值税税率, 326
已征, 326
境外单位, 326
清税, 325
所得税额, 325
证明资料, 324
改建支出, 324
机场, 324
控股, 324
分期摊销, 324
公益事业, 322
承包工程, 322
损益, 322
利润分配, 321
监控, 321
权责发生制, 321
故意, 320
外出经营, 320
新办, 320
第三方, 319
非正常损失, 319
经营收入, 318
境内无住所, 318
单边, 317
中央, 317
名义, 317
打印, 317
网络, 316
税控系统, 316
派遣, 315
若干问题, 315
参与方, 315
关联企业, 314
报税, 314
社会保险, 314
建筑服务, 313
吨位, 312
养老保险, 312
换算, 311
粮食, 310
技术转让, 310
抵触, 310
创业投资, 310
实质性, 310
发票开具, 309
非法, 309
虚开, 309
变造, 309
调拨, 308
防伪税控, 308
津贴, 307
重要, 306
逃避, 305
军队, 305
货物运输业, 305
精矿, 304
递延纳税, 304
国民, 304
专门, 303
外企, 303
发票使用, 303
许可证, 302
自产自用, 302
净吨位, 302
差异, 302
缴销, 301
经营业务, 300
费用扣除, 300
境外企业, 300
暂免, 300
限售股, 300
研发活动, 300
查账, 299
遭受, 299
单证, 299
时限, 299
教育费, 299
娱乐, 299
据实扣除, 299
本年, 298
自营, 298
征税问题, 298
国际组织, 298
纳税期限, 298
遵循, 298
供电, 298
营业额, 297
